GCLC;ENSG00000001084
DIS3;ENSG00000083520
RRAGB;ENSG00000083750
SLC27A5;ENSG00000083807
CHMP2B;ENSG00000083937
ZMPSTE24;ENSG00000084073
GSTP1;ENSG00000084207
APLP2;ENSG00000084234
RAB10;ENSG00000084733
AKR1B1;ENSG00000085662
FOLH1;ENSG00000086205
ERO1B;ENSG00000086619
ACOX3;ENSG00000087008
ACHE;ENSG00000087085
BAX;ENSG00000087088
PSMC5;ENSG00000087191
GNAO1;ENSG00000087258
GNAS;ENSG00000087460
DNM1L;ENSG00000087470
RFX2;ENSG00000087903
DDX18;ENSG00000088205
GNA11;ENSG00000088256
SLC15A1;ENSG00000088386
DYNLL1;ENSG00000088986
RPLP0;ENSG00000089157
SIRT4;ENSG00000089163
SPTLC1;ENSG00000090054
MRPS33;ENSG00000090263
PABPC4;ENSG00000090621
CERS4;ENSG00000090661
DLD;ENSG00000091140
FH;ENSG00000091483
SNAP23;ENSG00000092531
CDC6;ENSG00000094804
CBX5;ENSG00000094916
FMO2;ENSG00000094963
MSH2;ENSG00000095002
HOOK2;ENSG00000095066
ITPR3;ENSG00000096433
SIRT1;ENSG00000096717
JAK2;ENSG00000096968
SCD;ENSG00000099194
STX1B;ENSG00000099365
NDUFB7;ENSG00000099795
YPEL1;ENSG00000100027
MAPK1;ENSG00000100030
TOP3B;ENSG00000100038
TOMM22;ENSG00000100216
CYB5R3;ENSG00000100243
TSPO;ENSG00000100300
RPL3;ENSG00000100316
SLC25A17;ENSG00000100372
RBM23;ENSG00000100461
PYGL;ENSG00000100504
TRIM9;ENSG00000100505
DICER1;ENSG00000100697
TELO2;ENSG00000100726
PSMC1;ENSG00000100764
PPP4R3A;ENSG00000100796
PSMB5;ENSG00000100804
APEX1;ENSG00000100823
PYGB;ENSG00000100994
IFT52;ENSG00000101052
STK4;ENSG00000101109
PRELID3B;ENSG00000101166
EEF1A2;ENSG00000101210
CDS2;ENSG00000101290
PLCB4;ENSG00000101333
IDH3B;ENSG00000101365
SLC32A1;ENSG00000101438
USP14;ENSG00000101557
ATG4A;ENSG00000101844
TBL1X;ENSG00000101849
POLA1;ENSG00000101868
PRPS2;ENSG00000101911
PLS3;ENSG00000102024
SMARCA1;ENSG00000102038
RBBP7;ENSG00000102054
SLC25A14;ENSG00000102078
MAGT1;ENSG00000102158
ZDHHC15;ENSG00000102383
SGCG;ENSG00000102683
SLC25A15;ENSG00000102743
MAPK3;ENSG00000102882
WDR59;ENSG00000103091
TSC2;ENSG00000103197
SLC7A5;ENSG00000103257
STUB1;ENSG00000103266
QPRT;ENSG00000103485
STX4;ENSG00000103496
AP3B2;ENSG00000103723
ZDHHC2;ENSG00000104219
STK3;ENSG00000104375
TUSC3;ENSG00000104723
GYS1;ENSG00000104812
ERCC2;ENSG00000104884
RNASEH2A;ENSG00000104889
SGTA;ENSG00000104969
TIMM44;ENSG00000104980
RPS16;ENSG00000105193
FZR1;ENSG00000105325
TGFB1;ENSG00000105329
SIGLEC8;ENSG00000105366
NAPA;ENSG00000105402
FGF21;ENSG00000105550
JAK3;ENSG00000105639
GAPDHS;ENSG00000105679
ATP6V0A4;ENSG00000105929
OGDH;ENSG00000105953
CAV1;ENSG00000105974
HIBADH;ENSG00000106049
STX1A;ENSG00000106089
GHRHR;ENSG00000106128
CASP2;ENSG00000106144
BUD31;ENSG00000106245
EIF3B;ENSG00000106263
SERPINE1;ENSG00000106366
EZH2;ENSG00000106462
RHEB;ENSG00000106615
GCK;ENSG00000106633
TGFBR1;ENSG00000106799
KDM4C;ENSG00000107077
ELAVL2;ENSG00000107105
EIF3A;ENSG00000107581
TRDMT1;ENSG00000107614
MAPK8;ENSG00000107643
PPP3CB;ENSG00000107758
LIPA;ENSG00000107798
CYP2C18;ENSG00000108242
RPL19;ENSG00000108298
PNPO;ENSG00000108439
RPS6KB1;ENSG00000108443
CBX1;ENSG00000108468
SLC6A4;ENSG00000108576
PSMD11;ENSG00000108671
RAB5C;ENSG00000108774
EZH1;ENSG00000108799
COL1A1;ENSG00000108821
SLC16A6;ENSG00000108932
PRKAR1A;ENSG00000108946
CWH43;ENSG00000109182
MAPK10;ENSG00000109339
RPL34;ENSG00000109475
SLC2A9;ENSG00000109667
SNX25;ENSG00000109762
HSPA8;ENSG00000109971
ATG2A;ENSG00000110046
NRXN2;ENSG00000110076
PRPF19;ENSG00000110107
NDUFS8;ENSG00000110717
TCIRG1;ENSG00000110719
PPFIBP1;ENSG00000110841
COQ5;ENSG00000110871
MVK;ENSG00000110921
ATP5F1B;ENSG00000110955
PTGES3;ENSG00000110958
MAGOHB;ENSG00000111196
FOXM1;ENSG00000111206
PRMT8;ENSG00000111218
ALDH2;ENSG00000111275
ARHGDIB;ENSG00000111348
STX2;ENSG00000111450
RAB5B;ENSG00000111540
GAPDH;ENSG00000111640
USP5;ENSG00000111667
GYS2;ENSG00000111713
PRKAB1;ENSG00000111725
HCFC2;ENSG00000111727
RNGTT;ENSG00000111880
MAN1A1;ENSG00000111885
MAPK14;ENSG00000112062
SOD2;ENSG00000112096
FBXO9;ENSG00000112146
RPS12;ENSG00000112306
SNX3;ENSG00000112335
FIG4;ENSG00000112367
SLC16A10;ENSG00000112394
SMOC2;ENSG00000112562
MRPL2;ENSG00000112651
GHR;ENSG00000112964
NNT;ENSG00000112992
HSPA9;ENSG00000113013
CERT1;ENSG00000113163
CNOT6;ENSG00000113300
GOLPH3;ENSG00000113384
SLC27A6;ENSG00000113396
TARS1;ENSG00000113407
RAD50;ENSG00000113522
SKP1;ENSG00000113558
NUP155;ENSG00000113569
RARS1;ENSG00000113643
SMC4;ENSG00000113810
SLC25A36;ENSG00000114120
BCHE;ENSG00000114200
PRKAR2A;ENSG00000114302
GNAT1;ENSG00000114349
GNAI2;ENSG00000114353
IFT57;ENSG00000114446
NCBP2;ENSG00000114503
ABCC5;ENSG00000114770
EIF1B;ENSG00000114784
ACTR1B;ENSG00000115073
TP53I3;ENSG00000115129
STAM2;ENSG00000115145
GPD2;ENSG00000115159
EIF2B4;ENSG00000115211
PSMD14;ENSG00000115233
RPS15;ENSG00000115268
EFEMP1;ENSG00000115380
FN1;ENSG00000115414
CCT4;ENSG00000115484
HDLBP;ENSG00000115677
PRKD3;ENSG00000115825
KYNU;ENSG00000115919
TIA1;ENSG00000116001
ATP6V1B1;ENSG00000116039
MSH6;ENSG00000116062
GPX7;ENSG00000116157
CHD5;ENSG00000116254
PARK7;ENSG00000116288
MECR;ENSG00000116353
ATP5PB;ENSG00000116459
HDAC1;ENSG00000116478
SRSF11;ENSG00000116754
CTH;ENSG00000116761
WARS2;ENSG00000116874
RRAGC;ENSG00000116954
SDHB;ENSG00000117118
RBBP5;ENSG00000117222
KIF17;ENSG00000117245
SLC2A1;ENSG00000117394
AKR1A1;ENSG00000117448
PRDX1;ENSG00000117450
PRDX6;ENSG00000117592
RCAN3;ENSG00000117602
MAN1C1;ENSG00000117643
STX12;ENSG00000117758
SGK1;ENSG00000118515
SLC16A7;ENSG00000118596
GHRH;ENSG00000118702
UCHL3;ENSG00000118939
FGF23;ENSG00000118972
TRIM67;ENSG00000119283
PTPA;ENSG00000119383
PPP6C;ENSG00000119414
YPEL5;ENSG00000119801
HELLS;ENSG00000119969
GOT1;ENSG00000120053
GNA13;ENSG00000120063
RCL1;ENSG00000120158
MTHFD1L;ENSG00000120254
PCMT1;ENSG00000120265
SLC25A2;ENSG00000120329
TCP1;ENSG00000120438
TEX11;ENSG00000120498
DNAJC15;ENSG00000120675
ALG5;ENSG00000120697
PLS1;ENSG00000120756
SOCS2;ENSG00000120833
WASHC3;ENSG00000120860
ADRA1A;ENSG00000120907
PPP3CC;ENSG00000120910
TARDBP;ENSG00000120948
ABCC11;ENSG00000121270
PEX16;ENSG00000121680
CAT;ENSG00000121691
FABP3;ENSG00000121769
PIK3CA;ENSG00000121879
RPL21;ENSG00000122026
SLC66A2;ENSG00000122490
PMS2;ENSG00000122512
CBX3;ENSG00000122565
HNRNPA2B1;ENSG00000122566
AKR1D1;ENSG00000122787
PLAU;ENSG00000122861
SLC25A16;ENSG00000122912
ITPR2;ENSG00000123104
WWP1;ENSG00000123124
DDX39A;ENSG00000123136
GIPC1;ENSG00000123159
ATP7B;ENSG00000123191
AMD1;ENSG00000123505
ATXN3L;ENSG00000123594
SLC36A1;ENSG00000123643
ACSL3;ENSG00000123983
ATP5F1E;ENSG00000124172
PCK1;ENSG00000124253
USP22;ENSG00000124422
ABCC10;ENSG00000124574
GNMT;ENSG00000124713
CDKN1A;ENSG00000124762
EEF1E1;ENSG00000124802
GOT2;ENSG00000125166
NUP85;ENSG00000125450
POLR1B;ENSG00000125630
GTF2F1;ENSG00000125651
RPL23;ENSG00000125691
SYMPK;ENSG00000125755
NAPB;ENSG00000125814
PCSK2;ENSG00000125851
PRDX5;ENSG00000126432
PRMT1;ENSG00000126457
SBDS;ENSG00000126524
BECN1;ENSG00000126581
TIMM17B;ENSG00000126768
HSPA2;ENSG00000126803
RHOT1;ENSG00000126858
MAP2K2;ENSG00000126934
TSPAN8;ENSG00000127324
GNAI1;ENSG00000127955
PPAT;ENSG00000128059
GNAZ;ENSG00000128266
IFT22;ENSG00000128581
CALU;ENSG00000128595
NDUFA5;ENSG00000128609
HAT1;ENSG00000128708
EIF2AK4;ENSG00000128829
ALDH1A2;ENSG00000128918
AP1M2;ENSG00000129354
SIGLEC9;ENSG00000129450
ASH2L;ENSG00000129691
RPS4Y1;ENSG00000129824
APOE;ENSG00000130203
DPP6;ENSG00000130226
ACE2;ENSG00000130234
SLC27A1;ENSG00000130304
NSUN5;ENSG00000130305
PGLS;ENSG00000130313
LSM7;ENSG00000130332
QRSL1;ENSG00000130348
GDF15;ENSG00000130513
JUND;ENSG00000130522
CYP2E1;ENSG00000130649
MNX1;ENSG00000130675
UBE2M;ENSG00000130725
ATG4D;ENSG00000130734
EIF2S3;ENSG00000130741
PPAN;ENSG00000130810
FBP2;ENSG00000130957
RBM39;ENSG00000131051
COX4I2;ENSG00000131055
ACSS2;ENSG00000131069
COX4I1;ENSG00000131143
IDO1;ENSG00000131203
ACLY;ENSG00000131473
VPS25;ENSG00000131475
FMO5;ENSG00000131781
PRKAB2;ENSG00000131791
PDHA1;ENSG00000131828
CCT6B;ENSG00000132141
PER2;ENSG00000132326
PRKAA1;ENSG00000132356
RPA1;ENSG00000132383
COQ3;ENSG00000132423
TERF2;ENSG00000132604
SNAP25;ENSG00000132639
RBM38;ENSG00000132819
AP3B1;ENSG00000132842
PEMT;ENSG00000133027
SCO1;ENSG00000133028
TPT1;ENSG00000133112
KL;ENSG00000133116
CNDP2;ENSG00000133313
KRAS;ENSG00000133703
ARNTL;ENSG00000133794
AMPD3;ENSG00000133805
HSD17B4;ENSG00000133835
ELP3;ENSG00000134014
ARL8B;ENSG00000134108
GNAT2;ENSG00000134183
AP4B1;ENSG00000134262
ARF3;ENSG00000134287
ROCK2;ENSG00000134318
TIMM17A;ENSG00000134375
RPS15A;ENSG00000134419
NARS1;ENSG00000134440
HOOK1;ENSG00000134709
BTF3L4;ENSG00000134717
PRPF38A;ENSG00000134748
DAGLA;ENSG00000134780
FADS2;ENSG00000134824
CLOCK;ENSG00000134852
TPP2;ENSG00000134900
NAA35;ENSG00000135040
ISCA1;ENSG00000135070
TES;ENSG00000135269
MTO1;ENSG00000135297
HTR1B;ENSG00000135312
GDF11;ENSG00000135414
HNRNPA1;ENSG00000135486
LTV1;ENSG00000135521
DHX9;ENSG00000135829
COX5B;ENSG00000135940
TSGA10;ENSG00000135951
MRPS9;ENSG00000135972
VPS36;ENSG00000136100
SUCLA2;ENSG00000136143
LCP1;ENSG00000136167
BZW2;ENSG00000136261
HUS1;ENSG00000136273
DBNL;ENSG00000136279
NMT1;ENSG00000136448
CSH1;ENSG00000136488
STAM;ENSG00000136738
TXN;ENSG00000136810
SLC2A8;ENSG00000136856
XPA;ENSG00000136936
RPL35;ENSG00000136942
ALDH1B1;ENSG00000137124
RPS6;ENSG00000137154
MTCH1;ENSG00000137409
ARRB1;ENSG00000137486
PI15;ENSG00000137558
DCUN1D5;ENSG00000137692
RDX;ENSG00000137710
RPLP1;ENSG00000137818
BRDT;ENSG00000137948
IFT172;ENSG00000138002
ACTR1A;ENSG00000138107
CYP2C9;ENSG00000138109
CYP2C8;ENSG00000138115
DNA2;ENSG00000138346
ATIC;ENSG00000138363
MSTN;ENSG00000138379
IDH1;ENSG00000138413
HNRNPD;ENSG00000138668
PRKG2;ENSG00000138669
PPP3CA;ENSG00000138814
GABARAPL1;ENSG00000139112
YARS2;ENSG00000139131
ALG10;ENSG00000139133
PPFIA2;ENSG00000139220
LRIG3;ENSG00000139263
GLIPR1;ENSG00000139278
CERS5;ENSG00000139624
HNRNPA1L2;ENSG00000139675
VPS33A;ENSG00000139719
VPS37B;ENSG00000139722
SLC25A47;ENSG00000140107
SLC27A2;ENSG00000140284
NEIL1;ENSG00000140398
TPM1;ENSG00000140416
IGF1R;ENSG00000140443
USP3;ENSG00000140455
POLG;ENSG00000140521
UQCRC2;ENSG00000140740
ABCC12;ENSG00000140798
RHOT2;ENSG00000140983
PDPK1;ENSG00000140992
NOB1;ENSG00000141101
CLTC;ENSG00000141367
AFG3L2;ENSG00000141385
PRELID3A;ENSG00000141391
IMPA2;ENSG00000141401
GNAL;ENSG00000141404
NPC1;ENSG00000141458
ARRB2;ENSG00000141480
SLC13A5;ENSG00000141485
ARHGDIA;ENSG00000141522
SLC16A3;ENSG00000141526
EIF4A3;ENSG00000141543
DYM;ENSG00000141627
ERBB2;ENSG00000141736
PNMT;ENSG00000141744
SIRT3;ENSG00000142082
SOD1;ENSG00000142168
SCYL1;ENSG00000142186
APP;ENSG00000142192
AKT1;ENSG00000142208
RPS11;ENSG00000142534
SLC2A5;ENSG00000142583
HSPG2;ENSG00000142798
PRKACB;ENSG00000142875
RPS8;ENSG00000142937
SDHC;ENSG00000143252
MRPL24;ENSG00000143314
LHX9;ENSG00000143355
CERS2;ENSG00000143418
TPM3;ENSG00000143549
DEGS1;ENSG00000143753
ARF1;ENSG00000143761
PARP1;ENSG00000143799
LBR;ENSG00000143815
ARL8A;ENSG00000143862
MRPS5;ENSG00000144029
THNSL2;ENSG00000144115
RALB;ENSG00000144118
SLC20A1;ENSG00000144136
RAB5A;ENSG00000144566
TMF1;ENSG00000144747
LRIG1;ENSG00000144749
ATG3;ENSG00000144848
AGTR1;ENSG00000144891
STXBP5L;ENSG00000145087
EIF2B5;ENSG00000145191
ATP10D;ENSG00000145246
SCD5;ENSG00000145284
CISD2;ENSG00000145354
RPS3A;ENSG00000145425
BTF3;ENSG00000145741
SLC25A48;ENSG00000145832
SLC2A12;ENSG00000146411
GNA12;ENSG00000146535
EGFR;ENSG00000146648
MDH2;ENSG00000146701
CCT6A;ENSG00000146731
MSN;ENSG00000147065
SLC16A2;ENSG00000147100
PRPS1;ENSG00000147224
RPL10;ENSG00000147403
ATP6V1B2;ENSG00000147416
BIN3;ENSG00000147439
SLC25A37;ENSG00000147454
RPL7;ENSG00000147604
ATP6V0D2;ENSG00000147614
IDNK;ENSG00000148057
UGCG;ENSG00000148154
POLE3;ENSG00000148229
POLR3A;ENSG00000148606
GLUD1;ENSG00000148672
EIF4EBP2;ENSG00000148730
DGKZ;ENSG00000149091
SSRP1;ENSG00000149136
SESN3;ENSG00000149212
PAK1;ENSG00000149269
RPS3;ENSG00000149273
FADS1;ENSG00000149485
CHEK1;ENSG00000149554
FEZ1;ENSG00000149557
TM7SF2;ENSG00000149809
PPP4C;ENSG00000149923
TAOK2;ENSG00000149930
ITGB1;ENSG00000150093
CTF1;ENSG00000150281
DCUN1D2;ENSG00000150401
DLAT;ENSG00000150768
DHX37;ENSG00000150990
ITPR1;ENSG00000150995
TKTL2;ENSG00000151005
MAT1A;ENSG00000151224
SLC2A13;ENSG00000151229
TWF1;ENSG00000151239
UPF2;ENSG00000151461
SLC25A31;ENSG00000151475
EPS8;ENSG00000151491
AKR1C2;ENSG00000151632
KIN;ENSG00000151657
SLC25A4;ENSG00000151729
PABPC3;ENSG00000151846
TIAL1;ENSG00000151923
MGAT5;ENSG00000152127
ATP5F1A;ENSG00000152234
NMT2;ENSG00000152465
SLC16A12;ENSG00000152779
HNRNPDL;ENSG00000152795
UTRN;ENSG00000152818
SMARCA5;ENSG00000153147
ING1;ENSG00000153487
RPIA;ENSG00000153574
CHD1;ENSG00000153922
IMPACT;ENSG00000154059
TOMM70;ENSG00000154174
CERS3;ENSG00000154227
SH3RF1;ENSG00000154447
BUB3;ENSG00000154473
ELOC;ENSG00000154582
RAB6B;ENSG00000154917
ACSS1;ENSG00000154930
SLC25A28;ENSG00000155287
DBI;ENSG00000155368
NUP205;ENSG00000155561
PDIA4;ENSG00000155660
RRAGA;ENSG00000155876
VBP1;ENSG00000155959
GNA14;ENSG00000156049
GNAQ;ENSG00000156052
CCT8;ENSG00000156261
NAA11;ENSG00000156269
UQCRB;ENSG00000156467
RPL30;ENSG00000156482
EEF1A1;ENSG00000156508
AIFM1;ENSG00000156709
DGKI;ENSG00000157680
WIPI2;ENSG00000157954
XDH;ENSG00000158125
SLC13A3;ENSG00000158296
EIF5B;ENSG00000158417
AHCYL2;ENSG00000158467
TAGLN2;ENSG00000158710
NDUFS2;ENSG00000158864
SYNJ1;ENSG00000159082
RCAN1;ENSG00000159200
SNF8;ENSG00000159210
CYB5R1;ENSG00000159348
ALDH4A1;ENSG00000159423
RGS12;ENSG00000159788
NPR2;ENSG00000159899
ATAD3B;ENSG00000160072
CBS;ENSG00000160200
CRYAA;ENSG00000160202
TAOK1;ENSG00000160551
SHC1;ENSG00000160691
SLC25A44;ENSG00000160785
LMNA;ENSG00000160789
PSMC2;ENSG00000161057
EIF4A1;ENSG00000161960
RPL26;ENSG00000161970
ELAVL4;ENSG00000162374
MAGOH;ENSG00000162385
PRKAA2;ENSG00000162409
JAK1;ENSG00000162434
DHRS3;ENSG00000162496
RBBP4;ENSG00000162521
VANGL2;ENSG00000162738
PM20D1;ENSG00000162877
WDR26;ENSG00000162923
MAIP1;ENSG00000162972
H3-3A;ENSG00000163041
SGPP2;ENSG00000163082
HPGDS;ENSG00000163106
PDHA2;ENSG00000163114
ATP1A1;ENSG00000163399
SLC15A2;ENSG00000163406
ARPC2;ENSG00000163466
SUCLG1;ENSG00000163541
EIF5A2;ENSG00000163577
SLC2A2;ENSG00000163581
CADPS;ENSG00000163618
CDS1;ENSG00000163624
WDFY3;ENSG00000163625
RPL9;ENSG00000163682
MTHFD2L;ENSG00000163738
IFT122;ENSG00000163913
TKT;ENSG00000163931
PRKCD;ENSG00000163932
MAD2L1;ENSG00000164109
LSM6;ENSG00000164167
NDUFS4;ENSG00000164258
GPX8;ENSG00000164294
RICTOR;ENSG00000164327
TERT;ENSG00000164362
UQCRQ;ENSG00000164405
FABP7;ENSG00000164434
STXBP5;ENSG00000164506
DAGLB;ENSG00000164535
RPS14;ENSG00000164587
NOS3;ENSG00000164867
CDK5;ENSG00000164885
SLC25A32;ENSG00000164933
PDP1;ENSG00000164951
PRKACG;ENSG00000165059
FXN;ENSG00000165060
ALDH1A1;ENSG00000165092
FBP1;ENSG00000165140
ATP7A;ENSG00000165240
VCP;ENSG00000165280
RPL10L;ENSG00000165496
NEMF;ENSG00000165525
AKR1E2;ENSG00000165568
ATP5F1C;ENSG00000165629
PRDX3;ENSG00000165672
TSC1;ENSG00000165699
PSMC3;ENSG00000165916
SVOP;ENSG00000166111
GPT2;ENSG00000166123
BTRC;ENSG00000166167
SGPL1;ENSG00000166224
ILK;ENSG00000166333
PPFIBP2;ENSG00000166387
CYB5R2;ENSG00000166394
IDH3A;ENSG00000166411
MAPK7;ENSG00000166484
TMEM135;ENSG00000166575
TVP23A;ENSG00000166676
NNMT;ENSG00000166741
YPEL4;ENSG00000166793
YWHAB;ENSG00000166913
SMAD3;ENSG00000166949
MARS1;ENSG00000166986
PDIA3;ENSG00000167004
PHB;ENSG00000167085
SLC27A4;ENSG00000167114
COQ7;ENSG00000167186
RRM1;ENSG00000167325
ZNF646;ENSG00000167395
TPM4;ENSG00000167460
GPX4;ENSG00000167468
RPL13;ENSG00000167526
RHEBL1;ENSG00000167550
GPD1;ENSG00000167588
EEF2;ENSG00000167658
GPT;ENSG00000167701
SOAT2;ENSG00000167780
NDUFV1;ENSG00000167792
PRDX2;ENSG00000167815
E4F1;ENSG00000167967
SDHAF2;ENSG00000167985
RPSA;ENSG00000168028
HOOK3;ENSG00000168172
DEGS2;ENSG00000168350
ATG4B;ENSG00000168397
POLR3D;ENSG00000168495
FEN1;ENSG00000168496
SLC20A2;ENSG00000168575
AHCYL1;ENSG00000168710
MAT2A;ENSG00000168906
LETM1;ENSG00000168924
SIGLEC7;ENSG00000168995
UQCRFS1;ENSG00000169021
MAP2K1;ENSG00000169032
IRS1;ENSG00000169047
SLC25A6;ENSG00000169100
PRELID1;ENSG00000169230
MRPL1;ENSG00000169288
NPR1;ENSG00000169418
PCBP1;ENSG00000169564
NFU1;ENSG00000169599
DCXR;ENSG00000169738
BRD3;ENSG00000169925
CHD3;ENSG00000170004
HNRNPA3;ENSG00000170144
SLC16A5;ENSG00000170190
GABARAP;ENSG00000170296
LRRN2;ENSG00000170382
NPAS2;ENSG00000170485
SGCD;ENSG00000170624
RBMXL2;ENSG00000170748
USP32;ENSG00000170832
PPM1D;ENSG00000170836
FEZ2;ENSG00000171055
INSR;ENSG00000171105
CANT1;ENSG00000171302
SLC25A33;ENSG00000171612
RRM2;ENSG00000171848
RPS21;ENSG00000171858
RPS7;ENSG00000171863
TVP23B;ENSG00000171928
QARS1;ENSG00000172053
CYCS;ENSG00000172115
MTBP;ENSG00000172167
CEBPB;ENSG00000172216
CERS6;ENSG00000172292
SUCLG2;ENSG00000172340
RCAN2;ENSG00000172348
GNG12;ENSG00000172380
PDP2;ENSG00000172840
NADSYN1;ENSG00000172890
SH3RF3;ENSG00000172985
TADA2B;ENSG00000173011
COQ2;ENSG00000173085
HSPA6;ENSG00000173110
LRRN3;ENSG00000173114
ADCY5;ENSG00000173175
VANGL1;ENSG00000173218
LIPM;ENSG00000173239
SLC2A14;ENSG00000173262
ZNF622;ENSG00000173545
CHD2;ENSG00000173575
UQCRH;ENSG00000173660
CCS;ENSG00000173992
SLC25A30;ENSG00000174032
SLC16A13;ENSG00000174327
ATP2A2;ENSG00000174437
RPL4;ENSG00000174444
DENND6A;ENSG00000174839
ATR;ENSG00000175054
YPEL2;ENSG00000175155
ARHGAP1;ENSG00000175220
BANF1;ENSG00000175334
SMAD2;ENSG00000175387
EIF3F;ENSG00000175390
ALG10B;ENSG00000175548
UCP2;ENSG00000175567
RAB6A;ENSG00000175582
ERCC4;ENSG00000175595
RPS6KB2;ENSG00000175634
LRRN1;ENSG00000175928
CHMP6;ENSG00000176108
GPX2;ENSG00000176153
ACBD7;ENSG00000176244
VPS37D;ENSG00000176428
GNG7;ENSG00000176533
ZDHHC13;ENSG00000177054
TALDO1;ENSG00000177156
MAN1B1;ENSG00000177239
KCNA3;ENSG00000177272
PPFIA3;ENSG00000177380
PAWR;ENSG00000177425
ARIH2;ENSG00000177479
TBL1XR1;ENSG00000177565
RPLP2;ENSG00000177600
AP3S1;ENSG00000177879
GRB2;ENSG00000177885
UBE2N;ENSG00000177889
RPS27;ENSG00000177954
ZFAND2A;ENSG00000178381
SLC25A20;ENSG00000178537
ERBB4;ENSG00000178568
ERN1;ENSG00000178607
PFAS;ENSG00000178921
TUFM;ENSG00000178952
CYC1;ENSG00000179091
GIPC3;ENSG00000179855
NRXN1;ENSG00000179915
PAK2;ENSG00000180370
EIF2S3B;ENSG00000180574
SLC36A4;ENSG00000180773
ZDHHC20;ENSG00000180776
SLC25A42;ENSG00000181035
SLC25A41;ENSG00000181240
WASHC1;ENSG00000181404
PRKAG1;ENSG00000181929
IDH2;ENSG00000182054
SHMT2;ENSG00000182199
AP1S2;ENSG00000182287
LIPF;ENSG00000182333
RGS6;ENSG00000182732
PAPPA;ENSG00000182752
ALG12;ENSG00000182858
RPL35A;ENSG00000182899
RGS7;ENSG00000182901
PCBP3;ENSG00000183570
